
   GPSTime         Latitude        Longitude      H-Ell          Roll         Pitch       Heading  
     (sec)            (Deg)            (Deg)        (m)         (Deg)         (Deg)         (Deg)  
453765.000    30.4719340544   114.5223990446     18.025    3.50472793    2.38168031  261.04616124 
453766.000    30.4719085862   114.5221183336     18.384    3.56392333    2.54864099  260.64351214 
453767.000    30.4718821123   114.5218378195     18.770    3.80915524    2.54608636  260.51405108 
453768.000    30.4718554788   114.5215569800     19.131    4.11598105    2.52257340  260.57237746 
453769.000    30.4718291962   114.5212753414     19.472    4.36199537    2.53230454  260.66302736 
453770.000    30.4718029585   114.5209928307     19.836    4.42742860    2.64542098  260.63241395 
453771.000    30.4717764458   114.5207094791     20.221    4.31895394    2.60866751  260.52990672 
453772.000    30.4717492091   114.5204256405     20.607    4.16979395    2.58821240  260.41031188 
453773.000    30.4717220696   114.5201424563     20.983    4.30887736    2.52654668  260.45401578 
453774.000    30.4716950866   114.5198602409     21.353    4.20664931    2.53421788  260.41761577 
453775.000    30.4716679380   114.5195785023     21.736    4.34840808    2.58900023  260.33970390 
453776.000    30.4716406694   114.5192968900     22.134    4.32290719    2.65434965  260.30263965 
453777.000    30.4716129551   114.5190149289     22.504    4.40566428    2.55475157  260.16120502 
453778.000    30.4715848888   114.5187328003     22.874    4.29058795    2.57692533  260.15403107 
453779.000    30.4715572958   114.5184513051     23.234    4.29771249    2.54120348  260.31232488 
453780.000    30.4715303953   114.5181703824     23.605    4.17585886    2.60224704  260.41966872 
453781.000    30.4715037754   114.5178892905     24.001    4.23743275    2.63217318  260.41589359 
453782.000    30.4714770093   114.5176074999     24.369    4.23051910    2.55652193  260.40987924 
453783.000    30.4714508303   114.5173247680     24.742    4.15860131    2.59874660  260.82283938 
453784.000    30.4714270190   114.5170409167     25.113    4.05067417    2.62308303  261.36930055 
453785.000    30.4714052176   114.5167559055     25.494    3.91764845    2.81904861  261.82098262 
453786.000    30.4713849750   114.5164696674     25.867    4.16222983    2.63625835  262.08154089 
453787.000    30.4713659445   114.5161822962     26.267    4.34956515    2.56121473  262.38792304 
453788.000    30.4713480656   114.5158935879     26.650    4.28925520    2.60185402  262.65218642 
453789.000    30.4713311889   114.5156039927     27.037    4.39744770    2.47655467  262.86930347 
453790.000    30.4713154463   114.5153149097     27.388    4.73466563    2.45227222  263.12063379 
453791.000    30.4713007989   114.5150275598     27.733    4.37519954    2.87119429  263.32285476 
453792.000    30.4712869531   114.5147411240     28.000    4.35445081    2.17808491  263.43128666 
453793.000    30.4712737414   114.5144551055     28.181    4.17479520    2.07126679  263.67156507 
453794.000    30.4712621269   114.5141706015     28.299    4.25668899    1.91551355  264.00474897 
453795.000    30.4712517664   114.5138864845     28.370    4.35382209    1.89700065  264.16830847 
453796.000    30.4712419356   114.5136022600     28.371    4.33922367    1.57523940  264.34998228 
453797.000    30.4712332445   114.5133204029     28.309    4.27349130    1.32092335  264.60899629 
453798.000    30.4712258380   114.5130428974     28.201    4.25263562    1.29234982  264.86429186 
453799.000    30.4712197858   114.5127670072     28.015    4.13360476    1.23801436  265.25021989 
453800.000    30.4712157736   114.5124909491     27.787    4.15004087    1.13447410  265.76179897 
453801.000    30.4712137012   114.5122141828     27.510    4.33711193    1.03721620  266.13690518 
453802.000    30.4712130031   114.5119365294     27.138    4.27273537    0.94367463  266.46004156 
453803.000    30.4712134767   114.5116578897     26.760    4.34215732    0.90974192  266.68822677 
453804.000    30.4712145260   114.5113781400     26.379    4.39616806    0.94508868  266.61790987 
453805.000    30.4712151182   114.5110972565     26.000    4.44893583    0.91261278  266.49912169 
453806.000    30.4712160195   114.5108147554     25.637    4.30320965    0.99669409  266.81188144 
453807.000    30.4712186377   114.5105295429     25.255    4.29492829    0.99769610  267.15806678 
